mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate_init,param_model__hidden_layer_sizes,param_model__batch_size,param_model__alpha,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
12.08393677075704,0.4108785121864881,0.02793264389038086,0.010696497777789374,0.0001,"(64, 64, 32)",32,0.01,"{'model__learning_rate_init': 0.0001, 'model__hidden_layer_sizes': (64, 64, 32), 'model__batch_size': 32, 'model__alpha': 0.01}",0.9987104407273015,0.9986302206586992,0.9988315881445199,0.9987240831768402,8.277198966033537e-05,6
4.156123876571655,1.0546522585501543,0.027973492940266926,0.010390228519529358,0.0005,"(128, 64)",64,1e-05,"{'model__learning_rate_init': 0.0005, 'model__hidden_layer_sizes': (128, 64), 'model__batch_size': 64, 'model__alpha': 1e-05}",0.9988533813184692,0.9988186220655397,0.9992571030237146,0.9989763688025746,0.00019901562519126495,3
4.281422297159831,0.7309584369748404,0.02052752176920573,0.0014242365266959134,0.0005,"(64, 64, 32)",32,0.001,"{'model__learning_rate_init': 0.0005, 'model__hidden_layer_sizes': (64, 64, 32), 'model__batch_size': 32, 'model__alpha': 0.001}",0.9989499126267901,0.9982123533543705,0.9988179683666213,0.9986600781159273,0.0003211390337856617,7
2.290777603785197,0.49134284576259724,0.013391494750976562,0.0010640031666615038,0.0005,"(32, 16)",128,0.001,"{'model__learning_rate_init': 0.0005, 'model__hidden_layer_sizes': (32, 16), 'model__batch_size': 128, 'model__alpha': 0.001}",0.9990466501985904,0.9989548158536173,0.998385230877935,0.9987955656433809,0.00029256264460720145,5
3.0832952658335366,0.34916174514038784,0.028244733810424805,0.005877590696401838,0.001,"(128, 64)",64,0.0001,"{'model__learning_rate_init': 0.001, 'model__hidden_layer_sizes': (128, 64), 'model__batch_size': 64, 'model__alpha': 0.0001}",0.9989709515016806,0.999142185489336,0.9992731991248672,0.9991287787052946,0.0001237557078124573,2
6.627731561660767,1.1751670483580356,0.013467232386271158,0.0019532408330441495,0.0001,"(32, 16)",64,1e-05,"{'model__learning_rate_init': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__batch_size': 64, 'model__alpha': 1e-05}",0.9987085843559877,0.998086477277511,0.997374271909373,0.9980564445142907,0.0005451445688669807,9
3.453826824824015,0.43434664202327267,0.013769865036010742,0.0012975600367190164,0.0001,"(32, 16)",128,0.01,"{'model__learning_rate_init': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__batch_size': 128, 'model__alpha': 0.01}",0.9949558266132693,0.9942860515274753,0.9948319133683072,0.9946912638363505,0.0002909597732990015,10
1.9445889790852864,0.37571095190216103,0.0177156925201416,0.0014758433711786305,0.001,"(64, 32)",128,0.0001,"{'model__learning_rate_init': 0.001, 'model__hidden_layer_sizes': (64, 32), 'model__batch_size': 128, 'model__alpha': 0.0001}",0.9991924784784686,0.9992294733262402,0.9991797179220182,0.9992005565755756,2.1100423407726738e-05,1
7.4238739013671875,1.6078299415758943,0.026938915252685547,0.0027895356105020756,0.0001,"(128, 64)",128,0.0001,"{'model__learning_rate_init': 0.0001, 'model__hidden_layer_sizes': (128, 64), 'model__batch_size': 128, 'model__alpha': 0.0001}",0.9973680780038976,0.9987944786212896,0.9990629180085244,0.9984084915445705,0.0007438011283788371,8
7.370969295501709,0.9153675460695271,0.02083563804626465,0.0014162776829519828,0.0001,"(128, 64)",64,1e-05,"{'model__learning_rate_init': 0.0001, 'model__hidden_layer_sizes': (128, 64), 'model__batch_size': 64, 'model__alpha': 1e-05}",0.9987073467751117,0.9987674462178986,0.9989407527279797,0.9988051819069966,9.895309118407208e-05,4
